行政区域コード,"都道府県名（漢字）","市区町村名（漢字）","都道府県名（ｶﾅ）","市区町村名（ｶﾅ）",コードの改定区分,改正年月日,改正後のコード,改正後の名称,"改正後の名称 (ｶﾅ)",改正事由等
40132,福岡県,福岡市博多区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾊｶﾀｸ,,,40132,,,
40133,福岡県,福岡市中央区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾁｭｳｵｳｸ,,,40133,,,
40134,福岡県,福岡市南区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾐﾅﾐｸ,,,40134,,,
40135,福岡県,福岡市西区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾆｼｸ,,,40135,,,
40136,福岡県,福岡市城南区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼｼﾞｮｳﾅﾝｸ,,,40136,,,
40137,福岡県,福岡市早良区,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼｻﾜﾗｸ,,,40137,,,
40202,福岡県,大牟田市,ﾌｸｵｶｹﾝ,ｵｵﾑﾀｼ,,,40202,,,
40203,福岡県,久留米市,ﾌｸｵｶｹﾝ,ｸﾙﾒｼ,,,40203,,,
40204,福岡県,直方市,ﾌｸｵｶｹﾝ,ﾉｵｶﾞﾀｼ,,,40204,,,
40205,福岡県,飯塚市,ﾌｸｵｶｹﾝ,ｲｲﾂﾞｶｼ,,,40205,,,
40206,福岡県,田川市,ﾌｸｵｶｹﾝ,ﾀｶﾞﾜｼ,,,40206,,,
40207,福岡県,柳川市,ﾌｸｵｶｹﾝ,ﾔﾅｶﾞﾜｼ,,,40207,,,
40208,福岡県,山田市,ﾌｸｵｶｹﾝ,ﾔﾏﾀﾞｼ,欠番,.3.27,40227,嘉麻市,ｶﾏｼ,合併後は嘉麻市
40209,福岡県,甘木市,ﾌｸｵｶｹﾝ,ｱﾏｷﾞｼ,欠番,.3.20,40228,朝倉市,ｱｻｸﾗｼ,合併後は朝倉市
40210,福岡県,八女市,ﾌｸｵｶｹﾝ,ﾔﾒｼ,,,40210,,,
40211,福岡県,筑後市,ﾌｸｵｶｹﾝ,ﾁｸｺﾞｼ,,,40211,,,
40212,福岡県,大川市,ﾌｸｵｶｹﾝ,ｵｵｶﾜｼ,,,40212,,,
40213,福岡県,行橋市,ﾌｸｵｶｹﾝ,ﾕｸﾊｼｼ,,,40213,,,
40214,福岡県,豊前市,ﾌｸｵｶｹﾝ,ﾌﾞｾﾞﾝｼ,,,40214,,,
40215,福岡県,中間市,ﾌｸｵｶｹﾝ,ﾅｶﾏｼ,,,40215,,,
40216,福岡県,小郡市,ﾌｸｵｶｹﾝ,ｵｺﾞｵﾘｼ,,,40216,,,
40217,福岡県,筑紫野市,ﾌｸｵｶｹﾝ,ﾁｸｼﾉｼ,,,40217,,,
40218,福岡県,春日市,ﾌｸｵｶｹﾝ,ｶｽｶﾞｼ,,,40218,,,
40219,福岡県,大野城市,ﾌｸｵｶｹﾝ,ｵｵﾉｼﾞｮｳｼ,,,40219,,,
40220,福岡県,宗像市,ﾌｸｵｶｹﾝ,ﾑﾅｶﾀｼ,,,40220,,,
40221,福岡県,太宰府市,ﾌｸｵｶｹﾝ,ﾀﾞｻﾞｲﾌｼ,,,40221,,,
40222,福岡県,前原市,ﾌｸｵｶｹﾝ,ﾏｴﾊﾞﾙｼ,欠番,2010.1.1,40230,糸島市,ｲﾄｼﾏｼ,合併後は糸島市
40223,福岡県,古賀市,ﾌｸｵｶｹﾝ,ｺｶﾞｼ,,,40223,,,
40224,福岡県,福津市,ﾌｸｵｶｹﾝ,ﾌｸﾂｼ,,,40224,,,
40225,福岡県,うきは市,ﾌｸｵｶｹﾝ,ｳｷﾊｼ,,,40225,,,
40226,福岡県,宮若市,ﾌｸｵｶｹﾝ,ﾐﾔﾜｶｼ,,,40226,,,
40227,福岡県,嘉麻市,ﾌｸｵｶｹﾝ,ｶﾏｼ,,,40227,,,
40228,福岡県,朝倉市,ﾌｸｵｶｹﾝ,ｱｻｸﾗｼ,,,40228,,,
40229,福岡県,みやま市,ﾌｸｵｶｹﾝ,ﾐﾔﾏｼ,,,40229,,,
40230,福岡県,糸島市,ﾌｸｵｶｹﾝ,ｲﾄｼﾏｼ,,,40230,,,
40231,福岡県,那珂川市,ﾌｸｵｶｹﾝ,ﾅｶｶﾞﾜｼ,,,40231,,,
40305,福岡県,那珂川町,ﾌｸｵｶｹﾝ,ﾅｶｶﾞﾜﾏﾁ,欠番,H30.10.1,40231,那珂川市,ﾅｶｶﾞﾜｼ,市制施行
40341,福岡県,宇美町,ﾌｸｵｶｹﾝ,ｳﾐﾏﾁ,,,40341,,,
40342,福岡県,篠栗町,ﾌｸｵｶｹﾝ,ｻｻｸﾞﾘﾏﾁ,,,40342,,,
40343,福岡県,志免町,ﾌｸｵｶｹﾝ,ｼﾒﾏﾁ,,,40343,,,
40344,福岡県,須恵町,ﾌｸｵｶｹﾝ,ｽｴﾏﾁ,,,40344,,,
40345,福岡県,新宮町,ﾌｸｵｶｹﾝ,ｼﾝｸﾞｳﾏﾁ,,,40345,,,
40348,福岡県,久山町,ﾌｸｵｶｹﾝ,ﾋｻﾔﾏﾏﾁ,,,40348,,,
40349,福岡県,粕屋町,ﾌｸｵｶｹﾝ,ｶｽﾔﾏﾁ,,,40349,,,
40381,福岡県,芦屋町,ﾌｸｵｶｹﾝ,ｱｼﾔﾏﾁ,,,40381,,,
40382,福岡県,水巻町,ﾌｸｵｶｹﾝ,ﾐｽﾞﾏｷﾏﾁ,,,40382,,,
40383,福岡県,岡垣町,ﾌｸｵｶｹﾝ,ｵｶｶﾞｷﾏﾁ,,,40383,,,
40384,福岡県,遠賀町,ﾌｸｵｶｹﾝ,ｵﾝｶﾞﾁｮｳ,,,40384,,,
40401,福岡県,小竹町,ﾌｸｵｶｹﾝ,ｺﾀｹﾏﾁ,,,40401,,,
40402,福岡県,鞍手町,ﾌｸｵｶｹﾝ,ｸﾗﾃﾏﾁ,,,40402,,,
40403,福岡県,宮田町,ﾌｸｵｶｹﾝ,ﾐﾔﾀﾏﾁ,欠番,.2.11,40226,宮若市,ﾐﾔﾜｶｼ,合併後は宮若市
40404,福岡県,若宮町,ﾌｸｵｶｹﾝ,ﾜｶﾐﾔﾏﾁ,欠番,.2.11,40226,宮若市,ﾐﾔﾜｶｼ,合併後は宮若市
40421,福岡県,桂川町,ﾌｸｵｶｹﾝ,ｹｲｾﾝﾏﾁ,,,40421,,,
40422,福岡県,稲築町,ﾌｸｵｶｹﾝ,ｲﾅﾂｷﾏﾁ,欠番,.3.27,40227,嘉麻市,ｶﾏｼ,合併後は嘉麻市
40423,福岡県,碓井町,ﾌｸｵｶｹﾝ,ｳｽｲﾏﾁ,欠番,.3.27,40227,嘉麻市,ｶﾏｼ,合併後は嘉麻市
40424,福岡県,嘉穂町,ﾌｸｵｶｹﾝ,ｶﾎﾏﾁ,欠番,.3.27,40227,嘉麻市,ｶﾏｼ,合併後は嘉麻市
40425,福岡県,筑穂町,ﾌｸｵｶｹﾝ,ﾁｸﾎﾏﾁ,欠番,.3.26,40205,飯塚市,ｲｲﾂﾞｶｼ,合併後は飯塚市
40426,福岡県,穂波町,ﾌｸｵｶｹﾝ,ﾎﾅﾐﾏﾁ,欠番,.3.26,40205,飯塚市,ｲｲﾂﾞｶｼ,合併後は飯塚市
40427,福岡県,庄内町,ﾌｸｵｶｹﾝ,ｼョｳﾅｲﾏﾁ,欠番,.3.26,40205,飯塚市,ｲｲﾂﾞｶｼ,合併後は飯塚市
40428,福岡県,頴田町,ﾌｸｵｶｹﾝ,ｶｲﾀﾏﾁ,欠番,.3.26,40205,飯塚市,ｲｲﾂﾞｶｼ,合併後は飯塚市
40441,福岡県,杷木町,ﾌｸｵｶｹﾝ,ﾊｷﾏﾁ,欠番,.3.20,40228,朝倉市,ｱｻｸﾗｼ,合併後は朝倉市
40442,福岡県,朝倉町,ﾌｸｵｶｹﾝ,ｱｻｸﾗﾏﾁ,欠番,.3.20,40228,朝倉市,ｱｻｸﾗｼ,合併後は朝倉市
40447,福岡県,筑前町,ﾌｸｵｶｹﾝ,ﾁｸｾﾞﾝﾏﾁ,,,40447,,,
40448,福岡県,東峰村,ﾌｸｵｶｹﾝ,ﾄｳﾎｳﾑﾗ,,,40448,,,
40462,福岡県,二丈町,ﾌｸｵｶｹﾝ,ﾆｼﾞョｳﾏﾁ,欠番,2010.1.1,40230,糸島市,ｲﾄｼﾏｼ,合併後は糸島市
40463,福岡県,志摩町,ﾌｸｵｶｹﾝ,ｼﾏﾏﾁ,欠番,2010.1.1,40230,糸島市,ｲﾄｼﾏｼ,合併後は糸島市
40503,福岡県,大刀洗町,ﾌｸｵｶｹﾝ,ﾀﾁｱﾗｲﾏﾁ,,,40503,,,
40522,福岡県,大木町,ﾌｸｵｶｹﾝ,ｵｵｷﾏﾁ,,,40522,,,
40541,福岡県,黒木町,ﾌｸｵｶｹﾝ,ｸﾛｷﾞﾏﾁ,欠番,2010.2.1,40210,八女市,ﾔﾒｼ,合併後は八女市
40542,福岡県,上陽町,ﾌｸｵｶｹﾝ,ｼﾞョｳﾖｳﾏﾁ,欠番,.10.1,40210,八女市,ﾔﾒｼ,合併後は八女市
40543,福岡県,立花町,ﾌｸｵｶｹﾝ,ﾀﾁﾊﾞﾅﾏﾁ,欠番,2010.2.1,40210,八女市,ﾔﾒｼ,合併後は八女市
40544,福岡県,広川町,ﾌｸｵｶｹﾝ,ﾋﾛｶﾜﾏﾁ,,,40544,,,
40545,福岡県,矢部村,ﾌｸｵｶｹﾝ,ﾔﾍﾞﾑﾗ,欠番,2010.2.1,40210,八女市,ﾔﾒｼ,合併後は八女市
40546,福岡県,星野村,ﾌｸｵｶｹﾝ,ﾎｼﾉﾑﾗ,欠番,2010.2.1,40210,八女市,ﾔﾒｼ,合併後は八女市
40561,福岡県,瀬高町,ﾌｸｵｶｹﾝ,ｾﾀｶﾏﾁ,欠番,.1.29,40229,みやま市,ﾐﾔﾏｼ,合併後はみやま市
40564,福岡県,山川町,ﾌｸｵｶｹﾝ,ﾔﾏｶﾜﾏﾁ,欠番,.1.29,40229,みやま市,ﾐﾔﾏｼ,合併後はみやま市
40581,福岡県,高田町,ﾌｸｵｶｹﾝ,ﾀｶﾀﾏﾁ,欠番,.1.29,40229,みやま市,ﾐﾔﾏｼ,合併後はみやま市
40601,福岡県,香春町,ﾌｸｵｶｹﾝ,ｶﾜﾗﾏﾁ,,,40601,,,
40602,福岡県,添田町,ﾌｸｵｶｹﾝ,ｿｴﾀﾞﾏﾁ,,,40602,,,
40603,福岡県,金田町,ﾌｸｵｶｹﾝ,ｶﾅﾀﾞﾏﾁ,欠番,.3.6,40610,福智町,ﾌｸﾁﾏﾁ,合併後は福智町
40604,福岡県,糸田町,ﾌｸｵｶｹﾝ,ｲﾄﾀﾞﾏﾁ,,,40604,,,
40605,福岡県,川崎町,ﾌｸｵｶｹﾝ,ｶﾜｻｷﾏﾁ,,,40605,,,
40606,福岡県,赤池町,ﾌｸｵｶｹﾝ,ｱｶｲｹﾏﾁ,欠番,.3.6,40610,福智町,ﾌｸﾁﾏﾁ,合併後は福智町
40607,福岡県,方城町,ﾌｸｵｶｹﾝ,ﾎｳｼﾞョｳﾏﾁ,欠番,.3.6,40610,福智町,ﾌｸﾁﾏﾁ,合併後は福智町
40608,福岡県,大任町,ﾌｸｵｶｹﾝ,ｵｵﾄｳﾏﾁ,,,40608,,,
40609,福岡県,赤村,ﾌｸｵｶｹﾝ,ｱｶﾑﾗ,,,40609,,,
40610,福岡県,福智町,ﾌｸｵｶｹﾝ,ﾌｸﾁﾏﾁ,,,40610,,,
40621,福岡県,苅田町,ﾌｸｵｶｹﾝ,ｶﾝﾀﾞﾏﾁ,,,40621,,,
40622,福岡県,犀川町,ﾌｸｵｶｹﾝ,ｻｲｶﾞﾜﾏﾁ,欠番,.3.20,40625,みやこ町,ﾐﾔｺﾏﾁ,合併後はみやこ町
40623,福岡県,勝山町,ﾌｸｵｶｹﾝ,ｶﾂﾔﾏﾏﾁ,欠番,.3.20,40625,みやこ町,ﾐﾔｺﾏﾁ,合併後はみやこ町
40624,福岡県,豊津町,ﾌｸｵｶｹﾝ,ﾄﾖﾂﾏﾁ,欠番,.3.20,40625,みやこ町,ﾐﾔｺﾏﾁ,合併後はみやこ町
40625,福岡県,みやこ町,ﾌｸｵｶｹﾝ,ﾐﾔｺﾏﾁ,,,40625,,,
40641,福岡県,椎田町,ﾌｸｵｶｹﾝ,ｼｲﾀﾞﾏﾁ,欠番,.1.10,40647,築上町,ﾁｸｼﾞョｳﾏﾁ,合併後は築上町
40642,福岡県,吉富町,ﾌｸｵｶｹﾝ,ﾖｼﾄﾐﾏﾁ,,,40642,,,
40643,福岡県,築城町,ﾌｸｵｶｹﾝ,ﾂｲｷﾏﾁ,欠番,.1.10,40647,築上町,ﾁｸｼﾞョｳﾏﾁ,合併後は築上町
40644,福岡県,新吉富村,ﾌｸｵｶｹﾝ,ｼﾝﾖｼﾄﾐﾑﾗ,欠番,.10.11,40646,上毛町,ｺｳｹﾞﾏﾁ,合併後は上毛町
40645,福岡県,大平村,ﾌｸｵｶｹﾝ,ﾀｲﾍｲﾑﾗ,欠番,.10.11,40646,上毛町,ｺｳｹﾞﾏﾁ,合併後は上毛町
40646,福岡県,上毛町,ﾌｸｵｶｹﾝ,ｺｳｹﾞﾏﾁ,,,40646,,,
40647,福岡県,築上町,ﾌｸｵｶｹﾝ,ﾁｸｼﾞｮｳﾏﾁ,,,40647,,,
41000,佐賀県,,ｻｶﾞｹﾝ,,,,41000,,,
41201,佐賀県,佐賀市,ｻｶﾞｹﾝ,ｻｶﾞｼ,,,41201,,,
41202,佐賀県,唐津市,ｻｶﾞｹﾝ,ｶﾗﾂｼ,,,41202,,,
41203,佐賀県,鳥栖市,ｻｶﾞｹﾝ,ﾄｽｼ,,,41203,,,
41204,佐賀県,多久市,ｻｶﾞｹﾝ,ﾀｸｼ,,,41204,,,
41205,佐賀県,伊万里市,ｻｶﾞｹﾝ,ｲﾏﾘｼ,,,41205,,,
41206,佐賀県,武雄市,ｻｶﾞｹﾝ,ﾀｹｵｼ,,,41206,,,
41207,佐賀県,鹿島市,ｻｶﾞｹﾝ,ｶｼﾏｼ,,,41207,,,
41208,佐賀県,小城市,ｻｶﾞｹﾝ,ｵｷﾞｼ,,,41208,,,
41209,佐賀県,嬉野市,ｻｶﾞｹﾝ,ｳﾚｼﾉｼ,,,41209,,,
41210,佐賀県,神埼市,ｻｶﾞｹﾝ,ｶﾝｻﾞｷｼ,,,41210,,,
41301,佐賀県,諸富町,ｻｶﾞｹﾝ,ﾓﾛﾄﾞﾐﾁｮｳ,欠番,.10.1,41201,佐賀市,ｻｶﾞｼ,合併後は佐賀市
41302,佐賀県,川副町,ｻｶﾞｹﾝ,ｶﾜｿｴﾏﾁ,欠番,2007.10.1,41201,佐賀市,ｻｶﾞｼ,合併後は佐賀市
41303,佐賀県,東与賀町,ｻｶﾞｹﾝ,ﾋｶﾞｼﾖｶﾁｮｳ,欠番,2007.10.1,41201,佐賀市,ｻｶﾞｼ,合併後は佐賀市
41304,佐賀県,久保田町,ｻｶﾞｹﾝ,ｸﾎﾞﾀﾁｮｳ,欠番,2007.10.1,41201,佐賀市,ｻｶﾞｼ,合併後は佐賀市
41305,佐賀県,大和町,ｻｶﾞｹﾝ,ﾔﾏﾄﾁｮｳ,欠番,.10.1,41201,佐賀市,ｻｶﾞｼ,合併後は佐賀市
41306,佐賀県,富士町,ｻｶﾞｹﾝ,ﾌｼﾞﾁｮｳ,欠番,.10.1,41201,佐賀市,ｻｶﾞｼ,合併後は佐賀市
41321,佐賀県,神埼町,ｻｶﾞｹﾝ,ｶﾝｻﾞｷﾏﾁ,欠番,.3.20,41210,神埼市,ｶﾝｻﾞｷｼ,合併後は神埼市
41322,佐賀県,千代田町,ｻｶﾞｹﾝ,ﾁﾖﾀﾞﾁｮｳ,欠番,.3.20,41210,神埼市,ｶﾝｻﾞｷｼ,合併後は神埼市
41323,佐賀県,三田川町,ｻｶﾞｹﾝ,ﾐﾀｶﾞﾜﾁｮｳ,欠番,.3.1,41327,吉野ヶ里町,ﾖｼﾉｶﾞﾘﾁｮｳ,合併後は吉野ヶ里町
41324,佐賀県,東脊振村,ｻｶﾞｹﾝ,ﾋｶﾞｼｾﾌﾘｿﾝ,欠番,.3.1,41327,吉野ヶ里町,ﾖｼﾉｶﾞﾘﾁｮｳ,合併後は吉野ヶ里町
41325,佐賀県,脊振村,ｻｶﾞｹﾝ,ｾﾌﾘﾑﾗ,欠番,.3.20,41210,神埼市,ｶﾝｻﾞｷｼ,合併後は神埼市
41326,佐賀県,三瀬村,ｻｶﾞｹﾝ,ﾐﾂｾﾑﾗ,欠番,.10.1,41201,佐賀市,ｻｶﾞｼ,合併後は佐賀市
41327,佐賀県,吉野ヶ里町,ｻｶﾞｹﾝ,ﾖｼﾉｶﾞﾘﾁｮｳ,,,41327,,,
41341,佐賀県,基山町,ｻｶﾞｹﾝ,ｷﾔﾏﾁｮｳ,,,41341,,,
41345,佐賀県,上峰町,ｻｶﾞｹﾝ,ｶﾐﾐﾈﾁｮｳ,,,41345,,,
41346,佐賀県,みやき町,ｻｶﾞｹﾝ,ﾐﾔｷﾁｮｳ,,,41346,,,
41382,佐賀県,七山村,ｻｶﾞｹﾝ,ﾅﾅﾔﾏﾑﾗ,欠番,.1.1,41202,唐津市,ｶﾗﾂｼ,合併後は唐津市
41387,佐賀県,玄海町,ｻｶﾞｹﾝ,ｹﾞﾝｶｲﾁｮｳ,,,41387,,,
41401,佐賀県,有田町,ｻｶﾞｹﾝ,ｱﾘﾀﾁｮｳ,,,41401,,,
41402,佐賀県,西有田町,ｻｶﾞｹﾝ,ﾆｼｱﾘﾀﾁｮｳ,欠番,.3.1,41401,有田町,ｱﾘﾀﾁｮｳ,合併後は有田町
41421,佐賀県,山内町,ｻｶﾞｹﾝ,ﾔﾏｳﾁﾁｮｳ,欠番,.3.1,41206,武雄市,ﾀｹｵｼ,合併後は武雄市
41422,佐賀県,北方町,ｻｶﾞｹﾝ,ｷﾀｶﾞﾀﾏﾁ,欠番,.3.1,41206,武雄市,ﾀｹｵｼ,合併後は武雄市
41423,佐賀県,大町町,ｻｶﾞｹﾝ,ｵｵﾏﾁﾁｮｳ,,,41423,,,
41424,佐賀県,江北町,ｻｶﾞｹﾝ,ｺｳﾎｸﾏﾁ,,,41424,,,
41425,佐賀県,白石町,ｻｶﾞｹﾝ,ｼﾛｲｼﾁｮｳ,,,41425,,,
41441,佐賀県,太良町,ｻｶﾞｹﾝ,ﾀﾗﾁｮｳ,,,41441,,,
41442,佐賀県,塩田町,ｻｶﾞｹﾝ,ｼｵﾀﾁｮｳ,欠番,.1.1,41209,嬉野市,ｳﾚｼﾉｼ,合併後は嬉野市
41443,佐賀県,嬉野町,ｻｶﾞｹﾝ,ｳﾚｼﾉﾏﾁ,欠番,.1.1,41209,嬉野市,ｳﾚｼﾉｼ,合併後は嬉野市
42000,長崎県,,ﾅｶﾞｻｷｹﾝ,,,,42000,,,
42201,長崎県,長崎市,ﾅｶﾞｻｷｹﾝ,ﾅｶﾞｻｷｼ,,,42201,,,
42202,長崎県,佐世保市,ﾅｶﾞｻｷｹﾝ,ｻｾﾎﾞｼ,,,42202,,,
42203,長崎県,島原市,ﾅｶﾞｻｷｹﾝ,ｼﾏﾊﾞﾗｼ,,,42203,,,
42204,長崎県,諫早市,ﾅｶﾞｻｷｹﾝ,ｲｻﾊﾔｼ,,,42204,,,
42205,長崎県,大村市,ﾅｶﾞｻｷｹﾝ,ｵｵﾑﾗｼ,,,42205,,,
42207,長崎県,平戸市,ﾅｶﾞｻｷｹﾝ,ﾋﾗﾄﾞｼ,,,42207,,,
42208,長崎県,松浦市,ﾅｶﾞｻｷｹﾝ,ﾏﾂｳﾗｼ,,,42208,,,
42209,長崎県,対馬市,ﾅｶﾞｻｷｹﾝ,ﾂｼﾏｼ,,,42209,,,
42210,長崎県,壱岐市,ﾅｶﾞｻｷｹﾝ,ｲｷｼ,,,42210,,,
42211,長崎県,五島市,ﾅｶﾞｻｷｹﾝ,ｺﾞﾄｳｼ,,,42211,,,
42212,長崎県,西海市,ﾅｶﾞｻｷｹﾝ,ｻｲｶｲｼ,,,42212,,,
42213,長崎県,雲仙市,ﾅｶﾞｻｷｹﾝ,ｳﾝｾﾞﾝｼ,,,42213,,,
42214,長崎県,南島原市,ﾅｶﾞｻｷｹﾝ,ﾐﾅﾐｼﾏﾊﾞﾗｼ,,,42214,,,
42307,長崎県,長与町,ﾅｶﾞｻｷｹﾝ,ﾅｶﾞﾖﾁｮｳ,,,42307,,,
42308,長崎県,時津町,ﾅｶﾞｻｷｹﾝ,ﾄｷﾞﾂﾁｮｳ,,,42308,,,
42309,長崎県,琴海町,ﾅｶﾞｻｷｹﾝ,ｷﾝｶｲﾁｮｳ,欠番,.1.4,42201,長崎市,ﾅｶﾞｻｷｼ,合併後は長崎市
42310,長崎県,西彼町,ﾅｶﾞｻｷｹﾝ,ｾｲﾋﾁｮｳ,欠番,.4.1,42212,西海市,ｻｲｶｲｼ,合併後は西海市
42311,長崎県,西海町,ﾅｶﾞｻｷｹﾝ,ｻｲｶｲﾁｮｳ,欠番,.4.1,42212,西海市,ｻｲｶｲｼ,合併後は西海市
42312,長崎県,大島町,ﾅｶﾞｻｷｹﾝ,ｵｵｼﾏﾁｮｳ,欠番,.4.1,42212,西海市,ｻｲｶｲｼ,合併後は西海市
42313,長崎県,崎戸町,ﾅｶﾞｻｷｹﾝ,ｻｷﾄﾁｮｳ,欠番,.4.1,42212,西海市,ｻｲｶｲｼ,合併後は西海市
42314,長崎県,大瀬戸町,ﾅｶﾞｻｷｹﾝ,ｵｵｾﾄﾁｮｳ,欠番,.4.1,42212,西海市,ｻｲｶｲｼ,合併後は西海市
42321,長崎県,東彼杵町,ﾅｶﾞｻｷｹﾝ,ﾋｶﾞｼｿﾉｷﾞﾁｮｳ,,,42321,,,
42322,長崎県,川棚町,ﾅｶﾞｻｷｹﾝ,ｶﾜﾀﾅﾁｮｳ,,,42322,,,
42323,長崎県,波佐見町,ﾅｶﾞｻｷｹﾝ,ﾊｻﾐﾁｮｳ,,,42323,,,
42361,長崎県,有明町,ﾅｶﾞｻｷｹﾝ,ｱﾘｱｹﾁｮｳ,欠番,.1.1,42203,島原市,ｼﾏﾊﾞﾗｼ,合併後は島原市
42362,長崎県,国見町,ﾅｶﾞｻｷｹﾝ,ｸﾆﾐﾁｮｳ,欠番,.10.11,42213,雲仙市,ｳﾝｾﾞﾝｼ,合併後は雲仙市
42363,長崎県,瑞穂町,ﾅｶﾞｻｷｹﾝ,ﾐｽﾞﾎﾁｮｳ,欠番,.10.11,42213,雲仙市,ｳﾝｾﾞﾝｼ,合併後は雲仙市
42364,長崎県,吾妻町,ﾅｶﾞｻｷｹﾝ,ｱﾂﾞﾏﾁｮｳ,欠番,.10.11,42213,雲仙市,ｳﾝｾﾞﾝｼ,合併後は雲仙市
42365,長崎県,愛野町,ﾅｶﾞｻｷｹﾝ,ｱｲﾉﾏﾁ,欠番,.10.11,42213,雲仙市,ｳﾝｾﾞﾝｼ,合併後は雲仙市
42366,長崎県,千々石町,ﾅｶﾞｻｷｹﾝ,ﾁﾁﾞﾜﾁｮｳ,欠番,.10.11,42213,雲仙市,ｳﾝｾﾞﾝｼ,合併後は雲仙市
42367,長崎県,小浜町,ﾅｶﾞｻｷｹﾝ,ｵﾊﾞﾏﾁｮｳ,欠番,.10.11,42213,雲仙市,ｳﾝｾﾞﾝｼ,合併後は雲仙市
42368,長崎県,南串山町,ﾅｶﾞｻｷｹﾝ,ﾐﾅﾐｸｼﾔﾏﾁｮｳ,欠番,.10.11,42213,雲仙市,ｳﾝｾﾞﾝｼ,合併後は雲仙市
42369,長崎県,加津佐町,ﾅｶﾞｻｷｹﾝ,ｶﾂﾞｻﾏﾁ,欠番,.3.31,42214,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ,合併後は南島原市
42370,長崎県,口之津町,ﾅｶﾞｻｷｹﾝ,ｸﾁﾉﾂﾁｮｳ,欠番,.3.31,42214,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ,合併後は南島原市
42371,長崎県,南有馬町,ﾅｶﾞｻｷｹﾝ,ﾐﾅﾐｱﾘﾏﾁｮｳ,欠番,.3.31,42214,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ,合併後は南島原市
42372,長崎県,北有馬町,ﾅｶﾞｻｷｹﾝ,ｷﾀｱﾘﾏﾁｮｳ,欠番,.3.31,42214,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ,合併後は南島原市
42373,長崎県,西有家町,ﾅｶﾞｻｷｹﾝ,ﾆｼｱﾘｴﾁｮｳ,欠番,.3.31,42214,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ,合併後は南島原市
42374,長崎県,有家町,ﾅｶﾞｻｷｹﾝ,ｱﾘｴﾁｮｳ,欠番,.3.31,42214,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ,合併後は南島原市
42375,長崎県,布津町,ﾅｶﾞｻｷｹﾝ,ﾌﾂﾁｮｳ,欠番,.3.31,42214,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ,合併後は南島原市
42376,長崎県,深江町,ﾅｶﾞｻｷｹﾝ,ﾌｶｴﾁｮｳ,欠番,.3.31,42214,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ,合併後は南島原市
42381,長崎県,大島村,ﾅｶﾞｻｷｹﾝ,ｵｵｼﾏﾑﾗ,欠番,.10.1,42207,平戸市,ﾋﾗﾄﾞｼ,合併後は平戸市
42382,長崎県,生月町,ﾅｶﾞｻｷｹﾝ,ｲｷﾂｷﾁｮｳ,欠番,.10.1,42207,平戸市,ﾋﾗﾄﾞｼ,合併後は平戸市
42383,長崎県,小値賀町,ﾅｶﾞｻｷｹﾝ,ｵﾁﾞｶﾁｮｳ,,,42383,,,
42384,長崎県,宇久町,ﾅｶﾞｻｷｹﾝ,ｳｸﾏﾁ,欠番,.3.31,42202,佐世保市,ｻｾﾎﾞｼ,合併後は佐世保市
42385,長崎県,田平町,ﾅｶﾞｻｷｹﾝ,ﾀﾋﾞﾗﾁｮｳ,欠番,.10.1,42207,平戸市,ﾋﾗﾄﾞｼ,合併後は平戸市
42386,長崎県,福島町,ﾅｶﾞｻｷｹﾝ,ﾌｸｼﾏﾁｮｳ,欠番,.1.1,42208,松浦市,ﾏﾂｳﾗｼ,合併後は松浦市
42387,長崎県,鷹島町,ﾅｶﾞｻｷｹﾝ,ﾀｶｼﾏﾁｮｳ,欠番,.1.1,42208,松浦市,ﾏﾂｳﾗｼ,合併後は松浦市
42388,長崎県,江迎町,ﾅｶﾞｻｷｹﾝ,ｴﾑｶｴﾁｮｳ,欠番,2010.3.31,42202,佐世保市,ｻｾﾎﾞｼ,合併後は佐世保市
42389,長崎県,鹿町町,ﾅｶﾞｻｷｹﾝ,ｼｶﾏﾁﾁｮｳ,欠番,2010.3.31,42202,佐世保市,ｻｾﾎﾞｼ,合併後は佐世保市
42390,長崎県,小佐々町,ﾅｶﾞｻｷｹﾝ,ｺｻｻﾞﾁｮｳ,欠番,.3.31,42202,佐世保市,ｻｾﾎﾞｼ,合併後は佐世保市
42391,長崎県,佐々町,ﾅｶﾞｻｷｹﾝ,ｻｻﾞﾁｮｳ,,,42391,,,
42392,長崎県,吉井町,ﾅｶﾞｻｷｹﾝ,ﾖｼｲﾁｮｳ,欠番,.4.1,42202,佐世保市,ｻｾﾎﾞｼ,合併後は佐世保市
